stu_id,course_id,score
10182,1006,-18
10182,1007,2
10182,1008,-94
10182,1012,87
10182,1013,27
10182,1014,33
10183,1000,-62
10183,1001,-87
10183,1002,20
10183,1006,26
10183,1007,-22
10183,1009,-74
10183,1012,-68
10184,1000,-10
10184,1001,-68
10184,1003,40
10184,1004,-72
10184,1009,64
10184,1012,-92
10184,1013,-26
10184,1014,-31
10185,1000,19
10185,1001,5
10185,1004,24
10185,1011,80
10185,1013,60
10185,1014,-67
10186,1000,2
10186,1001,63
10186,1002,-40
10186,1003,5
10186,1004,-19
10186,1005,97
10186,1006,88
10186,1007,6
10186,1008,-81
10186,1013,-47
10187,1000,-93
10187,1002,-100
10187,1004,-11
10187,1005,77
10187,1006,-76
10187,1007,73
10187,1008,28
10187,1010,-10
10187,1011,-26
10187,1013,76
10187,1014,39
10188,1001,-23
10188,1002,-74
10188,1003,-87
10188,1004,-18
10188,1007,84
10188,1008,-80
10188,1009,12
10188,1011,18
10188,1012,70
10188,1013,-100
10188,1014,46
